A0,A1,A2,A3,A4,A5,A6
37598,江苏昱翰建设工程有限公司,建筑业企业资质的核准,D23237610020210721,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅,2021/7/21
33593,南通水务集团有限公司,准予行政许可决定书,1132060001420715XE300011704700001202107200002,停水申请（濠南路DN500抢修）,南通市市政和园林局,2021/7/21
33679,南京启迪智能科技城投资建设有限公司,商品房预售许可,宁销房第〔2021700055〕 号,水木滨江花园丁香府1幢、2幢、6幢,南京市住房保障和房产局,2021/7/21
37567,连云港新东方集装箱码头有限公司,交通行政许可申请许可决定书,LYG320700202107210014,"连云港新东方集装箱码头有限公司:你(单位)于2021-07-21 16:36:57向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 00:00:00至2021-07-24 00:00:00时间内作业。",连云港市港口局,2021/7/21
37740,镇江市港龙石化港务有限责任公司,交通行政许可申请许可决定书,ZJ321100202107210008,"镇江市港龙石化港务有限责任公司:你(单位)于2021-07-21 10:00:18向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 10:05:00至2021-07-22 12:00:00时间内作业。",镇江市交通运输局,2021/7/21
33691,南京中交建设发展有限公司,商品房预售许可,宁销房第〔2021700057〕 号,锦方栖苑东苑07幢、09幢,南京市住房保障和房产局,2021/7/21
37568,南京港股份有限公司仪征分公司,交通行政许可申请许可决定书,YZ321000202107210022,"南京港股份有限公司仪征分公司:你(单位)于2021-07-21 13:26:06向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 18:00:00至2021-07-22 21:40:00时间内作业。",仪征市交通运输局,2021/7/21
33600,沭阳县云帮办科技服务中心,食品经营许可,13220509食许准字〔2021〕第07210020号,食品销售经营者,沭阳县市场监督管理局,2021/7/21
33594,南通市康顺大药房有限公司节制闸店,准予行政许可决定书,11320600MB0107588Y300017200500003202107140001,药品零售企业许可换证,南通市行政审批局,2021/7/21
37569,中化扬州石化码头仓储有限公司,交通行政许可申请许可决定书,YZ321000202107210023,"中化扬州石化码头仓储有限公司:你(单位)于2021-07-21 13:26:43向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 13:30:00至2021-07-24 13:30:00时间内作业。",仪征市交通运输局,2021/7/21
37570,南京惠洋码头有限公司,交通行政许可申请许可决定书,NJ320100202107210064,"南京惠洋码头有限公司:你(单位)于2021-07-21 16:30:41向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 18:00:00至2021-07-22 22:43:00时间内作业。",南京市交通运输局,2021/7/21
37601,盐城润安新能源有限公司,建筑业企业资质的核准,D23237427820210721,建筑业企业资质证书简单变更,江苏省住房和城乡建设厅,2021/7/21
37733,常州创捷微创医疗器械有限公司,医疗器械注册证,苏械注准20162021388,一次性使用弧型吻合器及吻切组件根据吻切组件的有效长度，将弧形吻合器分为30、45两种规格，又根据吻合组织厚度的不同，吻合钉的高度分为3.8mm和4.8mm两种尺寸，分别用C、E表示。吻合器45主要由器身、吻切组件及抵钉座组成；吻合器30主要由器身、吻切组件、抵钉座及附件组成；在同一手术中可以使用多个吻切组件，吻合器和吻切组件均为单独包装，吻合器出厂时配置同规格吻切组件一只。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局,2021/7/21
37734,江苏凌云药业股份有限公司,药品出口准许证,20210290,特药-蛋肽出口申请,江苏省药品监督管理局,2021/7/21
37731,江苏登冠医疗器械有限公司,医疗器械注册证,苏械注准20172110005,立式蒸汽灭菌器由外壳、灭菌室、蒸汽发生器、管道系统和控制系统组成。灭菌室材质为SUS304或SUS316L不锈钢板压制而成。,江苏省药品监督管理局,2021/7/21
37732,江苏苏云医疗器材有限公司,医疗器械注册证,苏械注准20162140977,一次性使用配药用注射器由外套、芯杆、活塞和配药针组成，其中配药针由针管、护套、针座组成。产品为三件式，按公称容量不同分为九个规格，配药针分斜面针(XZ)和侧孔针(CZ)，每种包括1.2mm、1.6mm两种规格，配药针的针管管壁分薄壁（TW)、正常壁（RW)。该产品以无菌形式提供，经环氧乙烷灭菌。一次性使用。,江苏省药品监督管理局,2021/7/21
37735,启东市医药药材有限公司,药品经营许可证,苏药批准许字〔2021〕02030138号,药品批发许可变更,江苏省药品监督管理局,2021/7/21
37738,中国石化集团金陵石油化工有限责任公司,交通行政许可申请许可决定书,NJ320100202107210040,"中国石化集团金陵石油化工有限责任公司:你(单位)于2021-07-21 11:37:29向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 12:00:00至2021-07-23 08:00:00时间内作业。",南京市交通运输局,2021/7/21
37737,泰州石油化工有限责任公司,交通行政许可申请许可决定书,TZ321200202107210006,"泰州石油化工有限责任公司:你(单位)于2021-07-21 08:23:16向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-21 17:00:00至2021-07-21 23:10:00时间内作业。",泰州市交通运输局,2021/7/21
37736,江苏梅兰化工有限公司,交通行政许可申请许可决定书,TZ321200202107210022,"江苏梅兰化工有限公司:你(单位)于2021-07-21 09:29:30向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-22 09:45:00至2021-07-22 17:50:00时间内作业。",泰州市交通运输局,2021/7/21
37739,张家港保税港区港务有限公司,交通行政许可申请许可决定书,SZ320500202107210113,"张家港保税港区港务有限公司:你(单位)于2021-07-21 16:20:39向本机关提出关于危险货物港口作业申请。经审查，根据《中华人民共和国港口,法》第三十五条、《江苏省港口条例》 第四十三条第三款、《港口危险货物安全管理规定》第四十五条的规定，本机关作出如下行政许可决定：同意你于2021-07-23 20:30:00至2021-07-23 21:32:00时间内作业。",苏州市交通运输局,2021/7/21
37730,常州市久虹医疗器械有限公司,医疗器械生产许可证,苏食药监械生产许20030066号,III类:01-03高频/射频手术设备及附件II类:02-04手术器械-钳，02-11手术器械-牵开器，02-12手术器械-穿刺导引器，02-15手术器械-其他器械，06-16内窥镜辅助用品，14-05非血管内导（插）管,江苏省药品监督管理局,2021/7/21
37606,常州市远箭电子科技有限公司,行政许可决定书,32040420210721000,公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室),2021/7/21
37607,江苏江南农村商业银行股份有限公司常州市飞龙桥支行,行政许可决定书,32040420210721000,分公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室),2021/7/21
37602,常州家门口农业科技有限公司,行政许可决定书,32040420210721000,公司变更登记,常州市钟楼区行政审批局(区政务服务管理办公室),2021/7/21
37603,常州卡文斯实验动物有限公司,行政许可决定书,32041220210721100,动物及动物产品检疫合格证核发（动物产地检疫）,武进区农业农村局,2021/7/21
37725,常州创捷微创医疗器械有限公司,医疗器械注册证,苏械注准20162021390,一次性使用直线切割吻合器及吻合组件主要由吻合器和吻合组件两部分组成，吻合器由固定手柄、击发推钮、切割刀、活动手柄、组件架和抵钉座组成；吻合组件由推钉片、钉仓座、吻合钉组成；每把切割吻合器配套一个钉仓组件，组件独立包装。一次性使用直线切割吻合器及吻合组件根据切割吻合的有效缝合长度分为55mm、60mm、75mm、80mm、100mm五种型号，每种型号又根据缝合组织厚度的不同分为10种规格，吻合钉的高度分为3.8mm和4.5mm两种尺寸，分别用C、D来表示。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局,2021/7/21
37728,江苏康友医用器械有限公司,医疗器械注册证,苏械注准20172140035,一次性使用配药用注射器由配药器和配药针组成，其中配药器为中头式或偏头式，由外套、芯杆、活塞和按手等组成；配药针由保护套、针管、连接部和针座组成；外套、芯杆、针座和保护套采用聚丙烯材料制成；活塞采用天然橡胶制成；针管采用X2CrNi18-9材料制成，型式为斜面针管、侧孔针管，外径为1.2mm、1.6mm。该产品以无菌状态提供，经环氧乙烷灭菌，一次性使用。,江苏省药品监督管理局,2021/7/21
37729,苏州奥特斯医疗器械科技有限公司,医疗器械注册证,苏械注准20172040358,骨水泥搅拌器根据结构不同分为Ⅰ型和Ⅱ型两种。Ⅰ型由搅拌杯、输送器及附件（搅拌棒、输送器堵头）、漏斗、定位块、软管主要部件组成；Ⅱ型由搅拌杯、输送器、搅拌棒、漏斗主要部件组成。该产品以无菌状态提供，经环氧乙烷灭菌。一次性使用。,江苏省药品监督管理局,2021/7/21
